"CodEnvio","Fecha","CodCliente","CodEmpleado","CodVehiculo","DireccionOrigen","CPostalOrigen","DireccionDestino","CPostalDestino","Distancia","Importe"
161,"12/11/14 0:00:00","0019",6,"Z-2676-BF","CL / RAMON IZURQUIZA 14                                                     ","50010","CL / MIGUEL SERVET 177                                      ","50002",3,5.1100
162,"12/11/14 0:00:00","0025",6,"Z-2676-BF","CL / FRAY LUIS URBANO 55                                    ","50002","CL / JULIAN SANZ IBAÑEZ 53                                                  ","50010",7,5.2100
163,"12/11/14 0:00:00","0064",6,"Z-2676-BF","CL / SAN ANTONIO Mª CLARET 20                                               ","50005","CL / FRAY LUIS URBANO,  CASA 23 11                                          ","50002",5,5.2200
164,"12/11/14 0:00:00","0091",6,"Z-2676-BF","CL / ESPOZ Y MINA 4                                         ","50003","CL / ANTON GARCIA ABRIL 33                                                  ","50015",1,5.1200
165,"12/11/14 0:00:00","0030",7,"Z-4678-BF","CL / LEOPOLDO ROMEO,  18                                    ","50002","CL / MONASTERIO DE POBLET  1                                                ","50013",3,24.2300
166,"12/11/14 0:00:00","0074",7,"Z-4678-BF","CL / FRAY LUIS DE LEON 9 DPO                                ","50011","CL / DUQUESA VILLAHERMOSA 4                                                 ","50010",2,23.4900
167,"12/11/14 0:00:00","0091",8,"Z-8113-BK","CL / CACERES 3                                                              ","50008","CL / ESPOZ Y MINA 4                                         ","50003",6,121.1100
168,"12/11/14 0:00:00","0032",9,"Z-8114-BK","CL / PADRE CONSOLACION 15                                                   ","50003","CL / RIO  12                                                ","50002",9,61.2800
169,"12/11/14 0:00:00","0018",9,"Z-8114-BK","CL / COSO,  47                                                              ","50003","CL / JUAN DE ARAGON 13                                                      ","50009",1,8.0900
170,"13/11/14 0:00:00","0076",6,"3851-CBT","CL / ITALIA,  61                                                            ","50010","CL / CAPITAN GODOY BELTRAN  13 2-1                                          ","50002",8,366.9900
171,"13/11/14 0:00:00","0031",7,"8745-CBF","CL / MONASTERIO DE OBARRA,  2-4 BAJO                        ","50002","CL / PADRE MANJON 4                                                         ","50010",8,80.8100
172,"13/11/14 0:00:00","0074",7,"8745-CBF","CL / FRAY LUIS DE LEON 9 DPO                                ","50011","CL / MONASTERIO DE POBLET 8-10                                              ","50013",6,220.0700
173,"13/11/14 0:00:00","0015",8,"Z-2345-BJ","CL / BARCELONA, 51 51                                                       ","50010","CL / AVENIDA NAVARRA  28                                                    ","50010",7,89.1900
174,"13/11/14 0:00:00","0062",8,"Z-2345-BJ","CL / SAN ROQUE 4                                                            ","50010","CL / ARGUALAS 18                                            ","50012",3,74.3900
175,"13/11/14 0:00:00","0086",9,"Z-2675-BF","CL / PLAZA DEL PILAR 7                                      ","50003","CL / CAMINO DEL VADO  84                                                    ","50014",7,5.6500
176,"13/11/14 0:00:00","0087",9,"Z-2675-BF","CL / JAIME FERRAN 4                                                         ","50014","CL / COSO 57 3                                                              ","50001",8,5.0600
177,"13/11/14 0:00:00","0063",9,"Z-2675-BF","AV / GOYA 19                                                                ","50006","CL / VIA HISPANIDAD 61 7 4º A                               ","50012",3,5.1000
178,"13/11/14 0:00:00","0036",9,"Z-2675-BF","CL / JUAN DE ARAGON 13                                                      ","50009","CL / NAVAS DE TOLOSA 30                                                     ","50010",4,5.3100
179,"13/11/14 0:00:00","0091",1,"Z-2676-BF","CL / SAN CLEMENTE 6  6º DCHA                                                ","50001","AV / PABLO RUIZ PICASSO  2 7 A                                              ","50015",1,5.0600
180,"13/11/14 0:00:00","0051",1,"Z-2676-BF","PZA/ DE LAS TENERIAS  6                                     ","50002","CL / TURCO 14                                                               ","50002",6,5.1900
181,"13/11/14 0:00:00","0087",1,"Z-2676-BF","CL / SALINA 2                                               ","50003","CL / CAMINO VALIMAÑA 232                                                    ","50014",5,5.0800
182,"13/11/14 0:00:00","0037",1,"Z-2676-BF","CL / CAPITAN PUERTOLAS,  1-5                                ","50002","CL / PANTANO DE YESA 10                                                     ","50015",4,5.2000
183,"13/11/14 0:00:00","0039",1,"Z-2676-BF","CL / COSO  7                                                ","50002","CL / FLORIAN REY 13                                                         ","50002",6,5.1000
184,"13/11/14 0:00:00","0070",1,"Z-2676-BF","CL / DOCTOR CERRADA 38                                                      ","50005","AV / GOMEZ LAGUNA 151-155                                   ","50012",1,5.0100
185,"13/11/14 0:00:00","0058",1,"Z-2676-BF","CL / ARZOBISPO APAOLAZA 11                                                  ","50009","CL / VIA IBERICA 69-77 69-77                                ","50012",7,5.5100
186,"13/11/14 0:00:00","0081",2,"Z-4678-BF","CL / MARIA MOLINER  89                                                      ","50007","CL / CAMINO MIRALBUENO 172                                  ","50011",6,39.9600
187,"13/11/14 0:00:00","0056",2,"Z-4678-BF","CL / JUAN PABLO BONET 6                                     ","50002","CM / DE LOS MOLINOS  94                                                     ","50015",6,75.6500
188,"13/11/14 0:00:00","0060",3,"Z-8113-BK","CL / ARGUALAS 2                                             ","50012","CL / ISLA MALLORCA 13                                                       ","50015",3,27.1600
189,"13/11/14 0:00:00","0042",3,"Z-8113-BK","CL / ALMOZARA 16                                                            ","50003","CL / Nº SRA. DEL AGUA 4                                                     ","50007",10,108.6500
190,"13/11/14 0:00:00","0026",4,"Z-8114-BK","CL / MIGUEL SERVET 177                                                      ","50002","CL / ASALTO 45                                              ","50002",8,75.1500
191,"14/11/14 0:00:00","0057",2,"3851-CBT","CL / ALBERTO DUCE  13 6 DR                                                  ","50015","CL / JARDINES DE LA ESTRELLA POLAR 10  1º C                 ","50012",8,428.1600
192,"14/11/14 0:00:00","0005",3,"8745-CBF","CL / UNCETA 6                                                               ","50010","CL / COMPROMISO DE CASPE 25                                 ","50002",5,177.3200
193,"14/11/14 0:00:00","0026",4,"Z-2345-BJ","CL / INDEPENCENCIA 10                                                       ","50004","CL / MARIA MOLINER  89                                                      ","50007",2,52.8500
194,"14/11/14 0:00:00","0057",5,"Z-2675-BF","AV / MADRID 10-12                                                           ","50004","CL / JARDINES DE LA ESTRELLA POLAR 10  1º C                 ","50012",9,5.3700
195,"14/11/14 0:00:00","0089",5,"Z-2675-BF","CL / CASTELAR 79                                                            ","50013","CL / JORNADA 3                                                              ","50010",2,5.1200
196,"14/11/14 0:00:00","0074",5,"Z-2675-BF","CL / FUEROS DE ARAGON  16                                                   ","50005","CL / SANGENIS 32 LOCAL                                                      ","50010",1,5.0600
197,"14/11/14 0:00:00","0007",5,"Z-2675-BF","PI / EL PORTAZGO BLOQUE B NAVE 12 0                                         ","50011","CM / DE LAS TORRES 51                                                       ","50008",4,5.0700
198,"14/11/14 0:00:00","0042",5,"Z-2675-BF","CL / Nº SRA. DEL AGUA 4                                                     ","50007","CL / EUGENIA HUESO 17                                       ","50002",7,5.7400
199,"14/11/14 0:00:00","0070",6,"Z-2676-BF","CL / BOLIVIA 50-52                                                          ","50010","CL / MARIA MOLINER     50                                                   ","50007",10,5.0500
200,"14/11/14 0:00:00","0011",6,"Z-2676-BF","CL / CASTELAR 58 BAJO                                                       ","50013","CL / MARCOS ZAPATA 14                                                       ","50010",5,5.6200
201,"14/11/14 0:00:00","0011",6,"Z-2676-BF","CL / ROSALIA DE CASTRO 19 LOCAL                                             ","50015","CL / BURGOS 24                                                              ","50005",7,5.1800
202,"14/11/14 0:00:00","0003",6,"Z-2676-BF","CL / BIARRITZ 11                                                            ","50010","CL / VIA PIGNATELLI 11-13                                                   ","50007",4,5.4500
203,"14/11/14 0:00:00","0018",7,"Z-4678-BF","CL / LEOPOLDO ROMEO 10                                      ","50002","CL / MADRE SACRAMENTO,  37                                                  ","50008",2,23.1600
204,"14/11/14 0:00:00","0004",8,"Z-8113-BK","CL / TENIENTE CATALAN 14                                                    ","50005","CL / CAPITAN GODOY BELTRAN  13 2-1                          ","50002",1,20.4400
205,"14/11/14 0:00:00","0009",9,"Z-8114-BK","CL / NAVAS DE TOLOSA 23                                                     ","50010","CL / MONASTERIO DE SIRESA 9-11                              ","50002",10,95.7000
206,"15/11/14 0:00:00","0073",4,"3851-CBT","CL / MARQUES DE LA CADENA 39 LOCA                                           ","50014","CL / ADOLFO AZNAR 26                                                        ","50015",5,178.2800
207,"15/11/14 0:00:00","0075",5,"8745-CBF","CM / CABALDOS 60                                                            ","50013","CL / RAMON Y CAJAL 24                                                       ","50004",3,60.9200
208,"15/11/14 0:00:00","0074",5,"8745-CBF","CL / PREDICADORES 83                                                        ","50003","CL / FRAY LUIS DE LEON 9 DPO                                ","50011",3,86.0800
